name,home_goals,away_goals,total_goals,home_wins,away_wins,total_wins,home_draws,away_draws,total_draws,home_losses,away_losses,total_losses,win_rate,win_percentage,goals_conceded_home,goals_conceded_away,goals_conceded,games_played,avg_goals_per_game,avg_goals_conceded_per_game,goal_difference
Haiti,463.0,354.0,817.0,120.0,91.0,211.0,58.0,49.0,107.0,71.0,109.0,180.0,0.42369477911646586,0.5311244979919679,263.0,408.0,671.0,498.0,1.640562248995984,1.3473895582329318,109.0
Hitra,17.0,20.0,37.0,4.0,2.0,6.0,1.0,0.0,1.0,5.0,11.0,16.0,0.2608695652173913,0.2826086956521739,37.0,55.0,92.0,23.0,1.608695652173913,4.0,-3.0
Hmong,5.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.3333333333333333,0.3333333333333333,4.0,6.0,10.0,3.0,2.0,3.3333333333333335,4.0
Honduras,522.0,377.0,899.0,163.0,80.0,243.0,74.0,83.0,157.0,72.0,138.0,210.0,0.3983606557377049,0.5270491803278688,286.0,506.0,792.0,610.0,1.4737704918032788,1.298360655737705,145.0
Hong Kong,439.0,194.0,633.0,99.0,41.0,140.0,62.0,32.0,94.0,103.0,103.0,206.0,0.3181818181818182,0.425,381.0,342.0,723.0,440.0,1.4386363636363637,1.643181818181818,245.0
Hungary,1127.0,875.0,2002.0,277.0,191.0,468.0,109.0,112.0,221.0,108.0,203.0,311.0,0.468,0.5785,591.0,887.0,1478.0,1000.0,2.002,1.478,252.0
Iceland,322.0,305.0,627.0,89.0,69.0,158.0,50.0,50.0,100.0,97.0,160.0,257.0,0.3067961165048544,0.40388349514563104,333.0,530.0,863.0,515.0,1.2174757281553399,1.6757281553398058,17.0
India,442.0,284.0,726.0,127.0,63.0,190.0,71.0,47.0,118.0,109.0,110.0,219.0,0.3605313092979127,0.47248576850094876,412.0,439.0,851.0,527.0,1.3776091081593929,1.6148007590132827,158.0
Indonesia,846.0,355.0,1201.0,210.0,68.0,278.0,87.0,55.0,142.0,131.0,170.0,301.0,0.3855755894590846,0.4840499306518724,547.0,625.0,1172.0,721.0,1.6657420249653259,1.625520110957004,491.0
Iran,725.0,419.0,1144.0,221.0,125.0,346.0,71.0,71.0,142.0,52.0,66.0,118.0,0.570957095709571,0.6881188118811881,228.0,252.0,480.0,606.0,1.8877887788778878,0.7920792079207921,306.0
Iraq,614.0,380.0,994.0,185.0,114.0,299.0,86.0,100.0,186.0,55.0,105.0,160.0,0.4635658914728682,0.6077519379844961,261.0,338.0,599.0,645.0,1.5410852713178294,0.9286821705426357,234.0
Iraqi Kurdistan,26.0,35.0,61.0,8.0,5.0,13.0,3.0,5.0,8.0,2.0,4.0,6.0,0.48148148148148145,0.6296296296296297,11.0,16.0,27.0,27.0,2.259259259259259,1.0,-9.0
Isle of Man,92.0,94.0,186.0,17.0,18.0,35.0,3.0,1.0,4.0,7.0,12.0,19.0,0.603448275862069,0.6379310344827587,34.0,53.0,87.0,58.0,3.206896551724138,1.5,-2.0
Isle of Wight,63.0,50.0,113.0,16.0,10.0,26.0,4.0,3.0,7.0,7.0,8.0,15.0,0.5416666666666666,0.6145833333333334,33.0,27.0,60.0,48.0,2.3541666666666665,1.25,13.0
Israel,469.0,274.0,743.0,119.0,60.0,179.0,68.0,46.0,114.0,90.0,111.0,201.0,0.3623481781376518,0.4777327935222672,360.0,374.0,734.0,494.0,1.5040485829959513,1.48582995951417,195.0
Italy,1016.0,541.0,1557.0,309.0,164.0,473.0,126.0,116.0,242.0,55.0,117.0,172.0,0.5332581736189402,0.6696730552423901,390.0,481.0,871.0,887.0,1.7553551296505072,0.9819616685456595,475.0
Ivory Coast,643.0,376.0,1019.0,205.0,112.0,317.0,74.0,87.0,161.0,37.0,109.0,146.0,0.5080128205128205,0.6370192307692307,258.0,367.0,625.0,624.0,1.6330128205128205,1.001602564102564,267.0
Jamaica,525.0,338.0,863.0,155.0,95.0,250.0,83.0,69.0,152.0,90.0,157.0,247.0,0.3852080123266564,0.50231124807396,349.0,517.0,866.0,649.0,1.3297380585516179,1.3343605546995378,187.0
Japan,923.0,512.0,1435.0,250.0,135.0,385.0,104.0,61.0,165.0,117.0,118.0,235.0,0.49044585987261147,0.5955414012738853,521.0,389.0,910.0,785.0,1.8280254777070064,1.1592356687898089,411.0
Jersey,392.0,253.0,645.0,90.0,63.0,153.0,11.0,9.0,20.0,28.0,34.0,62.0,0.6510638297872341,0.6936170212765957,145.0,140.0,285.0,235.0,2.74468085106383,1.2127659574468086,139.0
Jordan,356.0,237.0,593.0,109.0,64.0,173.0,73.0,59.0,132.0,60.0,104.0,164.0,0.36886993603411516,0.509594882729211,197.0,321.0,518.0,469.0,1.2643923240938166,1.1044776119402986,119.0
Kabylia,0.0,8.0,8.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,0.16666666666666666,0.3333333333333333,2.0,13.0,15.0,6.0,1.3333333333333333,2.5,-8.0
Kazakhstan,170.0,133.0,303.0,43.0,26.0,69.0,28.0,30.0,58.0,51.0,85.0,136.0,0.2623574144486692,0.3726235741444867,156.0,282.0,438.0,263.0,1.1520912547528517,1.6653992395437263,37.0
Kenya,653.0,319.0,972.0,200.0,67.0,267.0,98.0,74.0,172.0,100.0,161.0,261.0,0.38142857142857145,0.5042857142857143,440.0,507.0,947.0,700.0,1.3885714285714286,1.3528571428571428,334.0
Kernow,19.0,13.0,32.0,4.0,3.0,7.0,2.0,0.0,2.0,3.0,0.0,3.0,0.5833333333333334,0.6666666666666666,17.0,2.0,19.0,12.0,2.6666666666666665,1.5833333333333333,6.0
Kiribati,5.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,6.0,10.0,0.0,0.045454545454545456,68.0,58.0,126.0,11.0,0.6363636363636364,11.454545454545455,3.0
Kosovo,93.0,48.0,141.0,27.0,12.0,39.0,11.0,11.0,22.0,19.0,18.0,37.0,0.3979591836734694,0.5102040816326531,76.0,56.0,132.0,98.0,1.4387755102040816,1.346938775510204,45.0
Kuwait,656.0,398.0,1054.0,179.0,104.0,283.0,95.0,81.0,176.0,109.0,109.0,218.0,0.41802067946824223,0.5480059084194978,379.0,377.0,756.0,677.0,1.5568685376661744,1.1166912850812407,258.0
Kyrgyzstan,114.0,104.0,218.0,33.0,24.0,57.0,19.0,12.0,31.0,30.0,69.0,99.0,0.3048128342245989,0.3877005347593583,115.0,200.0,315.0,187.0,1.1657754010695187,1.6844919786096257,10.0
Kárpátalja,17.0,8.0,25.0,3.0,2.0,5.0,2.0,3.0,5.0,0.0,1.0,1.0,0.45454545454545453,0.6818181818181818,9.0,4.0,13.0,11.0,2.272727272727273,1.1818181818181819,9.0
Laos,128.0,98.0,226.0,32.0,10.0,42.0,18.0,16.0,34.0,46.0,99.0,145.0,0.19004524886877827,0.2669683257918552,221.0,470.0,691.0,221.0,1.0226244343891402,3.1266968325791855,30.0
Latvia,287.0,252.0,539.0,79.0,49.0,128.0,53.0,56.0,109.0,92.0,128.0,220.0,0.2800875273522976,0.3993435448577681,320.0,440.0,760.0,457.0,1.1794310722100656,1.663019693654267,35.0
Lebanon,235.0,140.0,375.0,57.0,33.0,90.0,51.0,41.0,92.0,51.0,96.0,147.0,0.2735562310030395,0.4133738601823708,192.0,275.0,467.0,329.0,1.1398176291793314,1.419452887537994,95.0
Lesotho,122.0,103.0,225.0,30.0,22.0,52.0,53.0,39.0,92.0,58.0,89.0,147.0,0.17869415807560138,0.33676975945017185,172.0,287.0,459.0,291.0,0.7731958762886598,1.577319587628866,19.0
Liberia,174.0,86.0,260.0,61.0,15.0,76.0,43.0,26.0,69.0,50.0,100.0,150.0,0.2576271186440678,0.37457627118644066,157.0,277.0,434.0,295.0,0.8813559322033898,1.471186440677966,88.0
Libya,363.0,133.0,496.0,110.0,31.0,141.0,52.0,36.0,88.0,40.0,109.0,149.0,0.373015873015873,0.4894179894179894,183.0,281.0,464.0,378.0,1.312169312169312,1.2275132275132274,230.0
Liechtenstein,50.0,53.0,103.0,11.0,7.0,18.0,18.0,14.0,32.0,90.0,113.0,203.0,0.07114624505928854,0.13438735177865613,294.0,416.0,710.0,253.0,0.40711462450592883,2.8063241106719365,-3.0
Lithuania,206.0,222.0,428.0,57.0,53.0,110.0,44.0,38.0,82.0,80.0,155.0,235.0,0.2576112412177986,0.35362997658079626,270.0,508.0,778.0,427.0,1.0023419203747073,1.8220140515222483,-16.0
Luhansk PR,7.0,2.0,9.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,0.3333333333333333,0.4166666666666667,4.0,8.0,12.0,6.0,1.5,2.0,5.0
Luxembourg,180.0,115.0,295.0,32.0,17.0,49.0,41.0,22.0,63.0,180.0,171.0,351.0,0.10583153347732181,0.17386609071274298,572.0,628.0,1200.0,463.0,0.6371490280777538,2.591792656587473,65.0
Macau,66.0,46.0,112.0,16.0,5.0,21.0,9.0,7.0,16.0,43.0,63.0,106.0,0.14685314685314685,0.20279720279720279,176.0,261.0,437.0,143.0,0.7832167832167832,3.055944055944056,20.0
Madagascar,260.0,164.0,424.0,78.0,38.0,116.0,46.0,26.0,72.0,40.0,86.0,126.0,0.36942675159235666,0.4840764331210191,192.0,281.0,473.0,314.0,1.3503184713375795,1.5063694267515924,96.0
Madrid,1.0,,1.0,0.0,,0.0,0.0,,0.0,1.0,,1.0,0.0,0.0,2.0,,2.0,1.0,1.0,2.0,
Malawi,499.0,249.0,748.0,160.0,57.0,217.0,109.0,70.0,179.0,98.0,143.0,241.0,0.34065934065934067,0.4811616954474097,382.0,447.0,829.0,637.0,1.1742543171114599,1.3014128728414442,250.0
Malaysia,974.0,380.0,1354.0,239.0,85.0,324.0,110.0,82.0,192.0,124.0,192.0,316.0,0.3894230769230769,0.5048076923076923,565.0,645.0,1210.0,832.0,1.6274038461538463,1.4543269230769231,594.0
Maldives,169.0,108.0,277.0,41.0,22.0,63.0,22.0,16.0,38.0,36.0,91.0,127.0,0.27631578947368424,0.35964912280701755,157.0,358.0,515.0,228.0,1.2149122807017543,2.258771929824561,61.0
Mali,419.0,314.0,733.0,142.0,87.0,229.0,61.0,85.0,146.0,44.0,140.0,184.0,0.40966010733452596,0.5402504472271914,204.0,414.0,618.0,559.0,1.3112701252236136,1.105545617173524,105.0
Malta,206.0,86.0,292.0,47.0,16.0,63.0,52.0,26.0,78.0,154.0,159.0,313.0,0.13876651982378854,0.22466960352422907,450.0,572.0,1022.0,454.0,0.6431718061674009,2.251101321585903,120.0
Manchukuo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,9.0,7.0,16.0,3.0,0.0,5.333333333333333,0.0
Mapuche,3.0,,3.0,1.0,,1.0,0.0,,0.0,1.0,,1.0,0.5,0.5,2.0,,2.0,2.0,1.5,1.0,
Marshall Islands,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,3.0,7.0,2.0,1.0,3.5,-2.0
Martinique,355.0,229.0,584.0,89.0,56.0,145.0,37.0,46.0,83.0,36.0,63.0,99.0,0.4434250764525994,0.5703363914373089,165.0,261.0,426.0,327.0,1.7859327217125383,1.3027522935779816,126.0
Matabeleland,1.0,6.0,7.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,3.0,3.0,0.375,0.5,0.0,14.0,14.0,8.0,0.875,1.75,-5.0
Maule Sur,,2.0,2.0,,2.0,2.0,,0.0,0.0,,0.0,0.0,1.0,1.0,,0.0,0.0,2.0,1.0,0.0,
Mauritania,97.0,94.0,191.0,36.0,14.0,50.0,33.0,35.0,68.0,41.0,104.0,145.0,0.19011406844106463,0.3193916349809886,112.0,309.0,421.0,263.0,0.7262357414448669,1.6007604562737643,3.0
Mauritius,251.0,161.0,412.0,55.0,36.0,91.0,35.0,37.0,72.0,59.0,103.0,162.0,0.28,0.39076923076923076,208.0,315.0,523.0,325.0,1.2676923076923077,1.6092307692307692,90.0
Mayotte,23.0,28.0,51.0,4.0,7.0,11.0,4.0,7.0,11.0,3.0,13.0,16.0,0.2894736842105263,0.4342105263157895,18.0,38.0,56.0,38.0,1.3421052631578947,1.4736842105263157,-5.0
Menorca,37.0,19.0,56.0,9.0,2.0,11.0,0.0,6.0,6.0,4.0,4.0,8.0,0.44,0.56,8.0,24.0,32.0,25.0,2.24,1.28,18.0
Mexico,1197.0,555.0,1752.0,348.0,161.0,509.0,136.0,92.0,228.0,110.0,147.0,257.0,0.5120724346076458,0.6267605633802817,529.0,521.0,1050.0,994.0,1.7625754527162978,1.056338028169014,642.0
Micronesia,7.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,6.0,0.14285714285714285,0.14285714285714285,18.0,41.0,59.0,7.0,1.1428571428571428,8.428571428571429,6.0
Moldova,123.0,114.0,237.0,30.0,28.0,58.0,33.0,35.0,68.0,65.0,102.0,167.0,0.19795221843003413,0.31399317406143346,201.0,307.0,508.0,293.0,0.8088737201365188,1.733788395904437,9.0
Monaco,26.0,15.0,41.0,5.0,3.0,8.0,2.0,4.0,6.0,2.0,8.0,10.0,0.3333333333333333,0.4583333333333333,9.0,79.0,88.0,24.0,1.7083333333333333,3.6666666666666665,11.0
Mongolia,60.0,57.0,117.0,17.0,8.0,25.0,1.0,8.0,9.0,19.0,48.0,67.0,0.24752475247524752,0.29207920792079206,92.0,218.0,310.0,101.0,1.1584158415841583,3.0693069306930694,3.0
Montenegro,120.0,70.0,190.0,39.0,16.0,55.0,22.0,18.0,40.0,27.0,42.0,69.0,0.3353658536585366,0.4573170731707317,100.0,124.0,224.0,164.0,1.1585365853658536,1.3658536585365855,50.0
Montserrat,38.0,33.0,71.0,8.0,8.0,16.0,3.0,4.0,7.0,16.0,25.0,41.0,0.25,0.3046875,74.0,118.0,192.0,64.0,1.109375,3.0,5.0
Morocco,581.0,282.0,863.0,207.0,82.0,289.0,74.0,93.0,167.0,46.0,93.0,139.0,0.4857142857142857,0.6260504201680672,195.0,291.0,486.0,595.0,1.4504201680672268,0.8168067226890756,299.0
Mozambique,227.0,152.0,379.0,73.0,43.0,116.0,49.0,45.0,94.0,51.0,105.0,156.0,0.31693989071038253,0.4453551912568306,182.0,288.0,470.0,366.0,1.03551912568306,1.284153005464481,75.0
Myanmar,586.0,227.0,813.0,163.0,46.0,209.0,53.0,37.0,90.0,82.0,127.0,209.0,0.41141732283464566,0.5,345.0,487.0,832.0,508.0,1.6003937007874016,1.6377952755905512,359.0
Namibia,158.0,112.0,270.0,45.0,24.0,69.0,43.0,34.0,77.0,42.0,85.0,127.0,0.25274725274725274,0.39377289377289376,143.0,248.0,391.0,273.0,0.989010989010989,1.4322344322344323,46.0
Nepal,152.0,74.0,226.0,49.0,14.0,63.0,23.0,23.0,46.0,54.0,101.0,155.0,0.23863636363636365,0.32575757575757575,190.0,405.0,595.0,264.0,0.8560606060606061,2.253787878787879,78.0
Netherlands,1129.0,702.0,1831.0,272.0,178.0,450.0,109.0,87.0,196.0,90.0,137.0,227.0,0.5154639175257731,0.6277205040091638,483.0,588.0,1071.0,873.0,2.0973654066437573,1.2268041237113403,427.0
New Caledonia,430.0,268.0,698.0,92.0,44.0,136.0,16.0,18.0,34.0,38.0,56.0,94.0,0.5151515151515151,0.5795454545454546,165.0,203.0,368.0,264.0,2.643939393939394,1.393939393939394,162.0
New Zealand,408.0,316.0,724.0,95.0,76.0,171.0,27.0,46.0,73.0,45.0,121.0,166.0,0.4170731707317073,0.5060975609756098,206.0,406.0,612.0,410.0,1.7658536585365854,1.4926829268292683,92.0
Nicaragua,111.0,117.0,228.0,30.0,19.0,49.0,10.0,15.0,25.0,32.0,105.0,137.0,0.23222748815165878,0.2914691943127962,110.0,402.0,512.0,211.0,1.080568720379147,2.4265402843601898,-6.0
Niger,153.0,93.0,246.0,44.0,15.0,59.0,29.0,30.0,59.0,43.0,91.0,134.0,0.23412698412698413,0.35119047619047616,152.0,263.0,415.0,252.0,0.9761904761904762,1.6468253968253967,60.0
Nigeria,598.0,377.0,975.0,195.0,107.0,302.0,77.0,109.0,186.0,38.0,117.0,155.0,0.46967340590979784,0.614307931570762,231.0,413.0,644.0,643.0,1.516329704510109,1.0015552099533438,221.0
Niue,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.0,,2.0,0.0,0.0,33.0,,33.0,2.0,0.0,16.5,
North Korea,319.0,303.0,622.0,89.0,72.0,161.0,31.0,75.0,106.0,31.0,91.0,122.0,0.4138817480719794,0.5501285347043702,132.0,302.0,434.0,389.0,1.5989717223650386,1.1156812339331619,16.0
North Macedonia,206.0,158.0,364.0,60.0,35.0,95.0,35.0,42.0,77.0,55.0,73.0,128.0,0.31666666666666665,0.445,175.0,222.0,397.0,300.0,1.2133333333333334,1.3233333333333333,48.0
North Vietnam,18.0,31.0,49.0,3.0,4.0,7.0,0.0,3.0,3.0,2.0,12.0,14.0,0.2916666666666667,0.3541666666666667,9.0,43.0,52.0,24.0,2.0416666666666665,2.1666666666666665,-13.0
Northern Cyprus,75.0,23.0,98.0,15.0,5.0,20.0,5.0,2.0,7.0,2.0,5.0,7.0,0.5882352941176471,0.6911764705882353,13.0,18.0,31.0,34.0,2.8823529411764706,0.9117647058823529,52.0
Northern Ireland,427.0,310.0,737.0,115.0,68.0,183.0,74.0,85.0,159.0,148.0,211.0,359.0,0.26105563480741795,0.3744650499286733,548.0,741.0,1289.0,701.0,1.0513552068473608,1.8388017118402282,117.0
Northern Mariana Islands,20.0,7.0,27.0,3.0,1.0,4.0,3.0,0.0,3.0,9.0,14.0,23.0,0.13333333333333333,0.18333333333333332,50.0,79.0,129.0,30.0,0.9,4.3,13.0
Norway,735.0,603.0,1338.0,183.0,142.0,325.0,105.0,89.0,194.0,145.0,202.0,347.0,0.37528868360277134,0.48729792147806006,585.0,825.0,1410.0,866.0,1.5450346420323327,1.628175519630485,132.0
Occitania,67.0,36.0,103.0,12.0,7.0,19.0,3.0,3.0,6.0,5.0,3.0,8.0,0.5757575757575758,0.6666666666666666,29.0,9.0,38.0,33.0,3.121212121212121,1.1515151515151516,31.0
Oman,444.0,252.0,696.0,139.0,65.0,204.0,77.0,58.0,135.0,88.0,109.0,197.0,0.3805970149253731,0.5065298507462687,294.0,381.0,675.0,536.0,1.2985074626865671,1.2593283582089552,192.0
Orkney,27.0,11.0,38.0,7.0,2.0,9.0,1.0,0.0,1.0,10.0,8.0,18.0,0.32142857142857145,0.3392857142857143,40.0,44.0,84.0,28.0,1.3571428571428572,3.0,16.0
Padania,66.0,54.0,120.0,20.0,10.0,30.0,5.0,3.0,8.0,3.0,3.0,6.0,0.6818181818181818,0.7727272727272727,18.0,15.0,33.0,44.0,2.727272727272727,0.75,12.0
Pakistan,122.0,102.0,224.0,32.0,18.0,50.0,17.0,24.0,41.0,47.0,103.0,150.0,0.2074688796680498,0.2925311203319502,205.0,362.0,567.0,241.0,0.9294605809128631,2.3526970954356847,20.0
Palau,4.0,,4.0,0.0,,0.0,0.0,,0.0,2.0,,2.0,0.0,0.0,21.0,,21.0,2.0,2.0,10.5,
Palestine,173.0,145.0,318.0,35.0,33.0,68.0,24.0,41.0,65.0,26.0,77.0,103.0,0.288135593220339,0.4258474576271186,109.0,229.0,338.0,236.0,1.347457627118644,1.4322033898305084,28.0
Panama,378.0,274.0,652.0,110.0,65.0,175.0,64.0,63.0,127.0,66.0,155.0,221.0,0.33460803059273425,0.4560229445506692,274.0,531.0,805.0,523.0,1.2466539196940727,1.5391969407265775,104.0
Panjab,25.0,29.0,54.0,3.0,6.0,9.0,2.0,1.0,3.0,2.0,5.0,7.0,0.47368421052631576,0.5526315789473685,9.0,21.0,30.0,19.0,2.8421052631578947,1.5789473684210527,-4.0
Papua New Guinea,127.0,198.0,325.0,24.0,24.0,48.0,17.0,10.0,27.0,26.0,48.0,74.0,0.3221476510067114,0.412751677852349,99.0,207.0,306.0,149.0,2.1812080536912752,2.053691275167785,-71.0
Paraguay,441.0,553.0,994.0,141.0,131.0,272.0,78.0,130.0,208.0,68.0,230.0,298.0,0.3496143958868895,0.4832904884318766,302.0,806.0,1108.0,778.0,1.2776349614395888,1.424164524421594,-112.0
Parishes of Jersey,11.0,0.0,11.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,3.0,1.0,4.0,3.0,3.6666666666666665,1.3333333333333333,11.0
Peru,463.0,389.0,852.0,147.0,83.0,230.0,73.0,101.0,174.0,104.0,200.0,304.0,0.3248587570621469,0.4477401129943503,368.0,619.0,987.0,708.0,1.2033898305084745,1.3940677966101696,74.0
Philippines,219.0,174.0,393.0,57.0,31.0,88.0,27.0,25.0,52.0,54.0,141.0,195.0,0.2626865671641791,0.3402985074626866,234.0,540.0,774.0,335.0,1.173134328358209,2.31044776119403,45.0
Poland,827.0,662.0,1489.0,221.0,161.0,382.0,104.0,119.0,223.0,100.0,181.0,281.0,0.43115124153498874,0.5569977426636569,463.0,727.0,1190.0,886.0,1.68058690744921,1.3431151241534989,165.0
Portugal,767.0,445.0,1212.0,217.0,128.0,345.0,89.0,69.0,158.0,60.0,126.0,186.0,0.5007256894049347,0.6153846153846154,333.0,440.0,773.0,689.0,1.7590711175616836,1.1219158200290276,322.0
Provence,18.0,29.0,47.0,3.0,3.0,6.0,1.0,0.0,1.0,5.0,7.0,12.0,0.3157894736842105,0.34210526315789475,30.0,24.0,54.0,19.0,2.473684210526316,2.8421052631578947,-11.0
Puerto Rico,131.0,66.0,197.0,23.0,15.0,38.0,15.0,11.0,26.0,33.0,61.0,94.0,0.24050632911392406,0.3227848101265823,134.0,243.0,377.0,158.0,1.2468354430379747,2.3860759493670884,65.0
Qatar,612.0,281.0,893.0,180.0,80.0,260.0,93.0,60.0,153.0,100.0,116.0,216.0,0.4133545310015898,0.5349761526232114,381.0,378.0,759.0,629.0,1.4197138314785374,1.206677265500795,331.0
Raetia,22.0,21.0,43.0,4.0,2.0,6.0,1.0,4.0,5.0,5.0,10.0,15.0,0.23076923076923078,0.3269230769230769,32.0,71.0,103.0,26.0,1.6538461538461537,3.9615384615384617,1.0
Republic of Ireland,525.0,319.0,844.0,156.0,83.0,239.0,95.0,81.0,176.0,91.0,120.0,211.0,0.3817891373801917,0.5223642172523961,358.0,406.0,764.0,626.0,1.3482428115015974,1.220447284345048,206.0
Republic of St. Pauli,10.0,,10.0,1.0,,1.0,1.0,,1.0,2.0,,2.0,0.25,0.375,5.0,,5.0,4.0,2.5,1.25,
Rhodes,21.0,8.0,29.0,8.0,3.0,11.0,1.0,1.0,2.0,2.0,3.0,5.0,0.6111111111111112,0.6666666666666666,12.0,7.0,19.0,18.0,1.6111111111111112,1.0555555555555556,13.0
Romani people,4.0,9.0,13.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,5.0,0.2857142857142857,0.2857142857142857,6.0,20.0,26.0,7.0,1.8571428571428572,3.7142857142857144,-5.0
Romania,694.0,532.0,1226.0,205.0,127.0,332.0,80.0,114.0,194.0,75.0,158.0,233.0,0.43741765480895917,0.5652173913043478,366.0,602.0,968.0,759.0,1.6152832674571804,1.2753623188405796,162.0
Russia,666.0,625.0,1291.0,201.0,181.0,382.0,74.0,121.0,195.0,50.0,115.0,165.0,0.5148247978436657,0.6462264150943396,272.0,457.0,729.0,742.0,1.7398921832884098,0.9824797843665768,41.0
Rwanda,178.0,103.0,281.0,57.0,28.0,85.0,46.0,28.0,74.0,40.0,76.0,116.0,0.3090909090909091,0.44363636363636366,135.0,197.0,332.0,275.0,1.0218181818181817,1.2072727272727273,75.0
Ryūkyū,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,,1.0,0.0,0.0,9.0,,9.0,1.0,0.0,9.0,
Réunion,129.0,90.0,219.0,34.0,19.0,53.0,9.0,13.0,22.0,24.0,25.0,49.0,0.4274193548387097,0.5161290322580645,90.0,130.0,220.0,124.0,1.7661290322580645,1.7741935483870968,39.0
Saare County,22.0,19.0,41.0,4.0,1.0,5.0,0.0,5.0,5.0,11.0,14.0,25.0,0.14285714285714285,0.21428571428571427,37.0,52.0,89.0,35.0,1.1714285714285715,2.5428571428571427,3.0
Saarland,5.0,5.0,10.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,2.0,6.0,0.1111111111111111,0.2222222222222222,18.0,8.0,26.0,9.0,1.1111111111111112,2.888888888888889,0.0
Saint Barthélemy,22.0,3.0,25.0,4.0,0.0,4.0,0.0,1.0,1.0,3.0,2.0,5.0,0.4,0.45,23.0,7.0,30.0,10.0,2.5,3.0,19.0
Saint Helena,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,0.0,11.0,30.0,41.0,8.0,0.75,5.125,-4.0
Saint Kitts and Nevis,246.0,131.0,377.0,59.0,30.0,89.0,27.0,14.0,41.0,36.0,54.0,90.0,0.40454545454545454,0.49772727272727274,149.0,202.0,351.0,220.0,1.7136363636363636,1.5954545454545455,115.0
Saint Lucia,184.0,139.0,323.0,46.0,33.0,79.0,16.0,17.0,33.0,43.0,70.0,113.0,0.3511111111111111,0.42444444444444446,178.0,243.0,421.0,225.0,1.4355555555555555,1.8711111111111112,45.0
Saint Martin,41.0,52.0,93.0,13.0,9.0,22.0,2.0,3.0,5.0,9.0,28.0,37.0,0.34375,0.3828125,52.0,112.0,164.0,64.0,1.453125,2.5625,-11.0
Saint Pierre and Miquelon,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0,16.0,62.0,78.0,7.0,0.2857142857142857,11.142857142857142,0.0
Saint Vincent and the Grenadines,180.0,178.0,358.0,49.0,36.0,85.0,19.0,32.0,51.0,36.0,58.0,94.0,0.3695652173913043,0.48043478260869565,147.0,285.0,432.0,230.0,1.5565217391304347,1.8782608695652174,2.0
Samoa,73.0,26.0,99.0,19.0,3.0,22.0,3.0,1.0,4.0,17.0,28.0,45.0,0.30985915492957744,0.3380281690140845,92.0,157.0,249.0,71.0,1.3943661971830985,3.507042253521127,47.0
San Marino,24.0,16.0,40.0,2.0,1.0,3.0,6.0,4.0,10.0,103.0,103.0,206.0,0.0136986301369863,0.0365296803652968,371.0,505.0,876.0,219.0,0.182648401826484,4.0,8.0
Sark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,20.0,50.0,70.0,4.0,0.0,17.5,0.0
Saudi Arabia,749.0,376.0,1125.0,233.0,113.0,346.0,95.0,74.0,169.0,98.0,116.0,214.0,0.47462277091906724,0.5905349794238683,380.0,382.0,762.0,729.0,1.5432098765432098,1.045267489711934,373.0
Saugeais,1.0,,1.0,0.0,,0.0,1.0,,1.0,0.0,,0.0,0.0,0.5,1.0,,1.0,1.0,1.0,1.0,
Scotland,780.0,660.0,1440.0,230.0,169.0,399.0,88.0,94.0,182.0,94.0,170.0,264.0,0.47218934911242605,0.5798816568047337,416.0,626.0,1042.0,845.0,1.7041420118343196,1.2331360946745562,120.0
Sealand,13.0,14.0,27.0,2.0,2.0,4.0,2.0,3.0,5.0,3.0,0.0,3.0,0.3333333333333333,0.5416666666666666,22.0,8.0,30.0,12.0,2.25,2.5,-1.0
Seborga,2.0,,2.0,0.0,,0.0,0.0,,0.0,1.0,,1.0,0.0,0.0,3.0,,3.0,1.0,2.0,3.0,
Senegal,450.0,402.0,852.0,166.0,122.0,288.0,66.0,101.0,167.0,39.0,129.0,168.0,0.4622792937399679,0.5963081861958266,174.0,414.0,588.0,623.0,1.3675762439807384,0.9438202247191011,48.0
